data_key,month,day,year,weekend,season_canada
547,10,18,89,no,fall
548,6,9,95,no,summer
549,4,6,10,no,spring
550,5,27,10,no,spring
551,6,25,22,yes,summer
552,7,19,96,no,summer
553,11,9,96,no,fall
554,12,15,10,no,fall
555,6,22,22,no,summer
556,5,12,99,no,spring
557,6,8,05,no,summer
558,7,25,05,no,summer
559,10,5,22,no,fall
560,5,21,09,no,spring
561,7,1,09,no,summer
562,9,30,22,no,fall
563,1,1,23,yes,winter
564,1,1,23,yes,winter
565,5,9,23,no,spring
566,10,29,24,no,fall
567,1,1,24,no,winter
568,5,7,25,no,spring
569,1,1,39,yes,winter
570,9,1,27,no,summer
571,1,9,27,yes,winter
572,8,25,27,no,summer
573,1,1,28,yes,winter
574,4,1,28,yes,spring
575,1,1,29,no,winter
576,1,20,29,yes,winter
577,4,9,29,no,spring
578,11,18,29,yes,fall
579,1,1,30,no,winter
580,1,1,30,no,winter
581,6,26,30,no,summer
582,6,26,30,no,summer
583,6,27,30,no,summer
584,9,29,31,no,fall
585,1,1,38,no,winter
586,5,4,33,no,spring
587,10,25,33,no,fall
588,11,20,33,yes,fall
589,2,1,34,no,winter
590,4,24,34,no,spring
591,7,1,35,yes,summer
592,1,15,35,no,winter
593,1,1,35,no,winter
594,8,25,35,yes,summer
595,3,12,36,no,winter
596,4,23,36,no,spring
597,7,19,36,yes,summer
598,7,17,36,no,summer
599,3,25,36,no,spring
600,8,15,36,no,summer
601,9,1,36,no,summer
602,1,14,37,no,winter
603,4,28,37,no,spring
604,9,1,38,no,summer
605,10,15,38,no,fall
606,12,6,38,no,winter
607,2,2,39,no,winter
608,1,1,40,yes,winter
609,3,14,41,no,winter
610,6,15,41,yes,spring
611,8,2,41,no,summer
612,9,25,41,no,fall
613,1,1,42,no,winter
614,9,22,42,no,fall
615,12,12,42,no,fall
616,12,27,42,yes,winter
617,9,10,43,no,summer
618,10,19,43,no,fall
619,1,1,44,no,winter
620,12,12,44,no,fall
621,7,18,45,no,summer
622,6,17,46,yes,spring
623,7,29,46,yes,summer
624,9,15,46,yes,summer
625,2,8,47,no,winter
626,2,5,47,no,winter
627,4,12,47,no,spring
628,4,30,47,no,spring
629,9,1,47,yes,summer
630,3,16,48,no,winter
631,4,21,48,no,spring
632,11,1,50,no,fall
633,10,31,48,yes,fall
634,5,31,48,yes,spring
635,9,14,48,no,summer
636,8,22,49,yes,summer
637,9,9,49,no,fall
638,9,17,49,no,summer
639,1,1,50,yes,winter
640,3,29,50,no,spring
641,4,8,50,no,spring
642,4,20,50,no,spring
643,6,15,50,no,spring
644,8,1,50,no,summer
645,11,21,50,no,fall
646,1,1,51,yes,winter
647,1,1,51,yes,winter
648,2,9,51,no,winter
649,12,19,51,no,fall
650,1,14,52,yes,winter
651,5,1,52,no,spring
652,1,1,53,no,winter
653,12,31,53,no,winter
654,5,21,53,no,spring
655,7,14,53,no,summer
656,9,5,53,no,fall
657,1,30,54,no,winter
658,2,18,54,no,winter
659,4,7,54,no,spring
660,9,13,54,yes,summer
661,1,1,55,no,winter
662,8,31,55,no,summer
663,7,11,55,yes,summer
664,11,12,55,no,fall
665,10,15,54,no,fall
666,1,18,56,no,winter
667,8,31,56,no,summer
668,11,1,56,no,fall
669,12,9,56,yes,winter
670,10,15,57,no,fall
671,12,31,58,no,winter
672,3,8,57,no,spring
673,1,1,57,no,winter
674,8,11,57,yes,summer
675,11,22,57,no,fall
676,1,1,58,no,winter
677,3,2,58,yes,winter
678,1,1,58,no,winter
679,11,7,58,no,fall
680,1,1,59,no,winter
681,1,1,59,no,winter
682,6,17,58,no,spring
683,10,23,58,no,fall
684,2,16,59,yes,winter
685,3,27,59,no,spring
686,6,20,59,no,spring
687,2,16,59,yes,winter
688,1,1,60,no,winter
689,1,1,60,no,winter
690,1,1,60,no,winter
691,5,30,61,no,spring
692,8,31,61,no,summer
693,2,4,60,no,winter
694,4,18,60,yes,spring
695,5,14,60,no,spring
696,3,7,63,no,spring
697,9,7,60,no,fall
698,2,25,61,no,winter
699,1,1,61,yes,winter
700,5,31,61,no,spring
701,12,11,62,no,fall
702,10,14,61,no,fall
703,1,1,62,yes,winter
704,10,8,62,yes,fall
705,4,4,62,no,spring
706,1,1,62,yes,winter
707,1,1,63,no,winter
708,6,3,63,yes,summer
709,7,28,63,yes,summer
710,10,12,62,no,fall
711,1,1,63,no,winter
712,5,3,63,no,spring
713,11,29,63,no,fall
714,12,11,63,no,fall
715,9,16,64,no,summer
716,1,1,64,no,winter
717,1,1,64,no,winter
718,9,16,64,no,summer
719,12,2,64,no,fall
720,3,28,64,no,spring
721,12,15,64,no,fall
722,1,1,65,no,winter
723,1,1,65,no,winter
724,1,2,65,no,winter
725,1,9,65,no,winter
726,1,14,65,no,winter
727,2,18,65,no,winter
728,3,1,65,yes,winter
729,7,8,65,no,summer
730,1,1,66,no,winter
731,1,1,66,no,winter
732,1,1,66,no,winter
733,1,1,66,no,winter
734,3,4,66,no,spring
735,3,4,66,no,spring
736,4,14,66,no,spring
737,1,1,66,no,winter
738,11,3,66,no,fall
739,1,1,67,yes,winter
740,1,1,67,yes,winter
741,1,1,67,yes,winter
742,1,1,67,yes,winter
743,4,20,67,no,spring
744,4,17,67,yes,spring
745,10,12,67,no,fall
746,1,1,68,yes,winter
747,6,5,68,no,summer
748,8,19,68,yes,summer
749,1,13,68,no,winter
750,2,2,68,no,winter
751,10,21,68,yes,fall
752,1,1,69,no,winter
753,2,2,69,yes,winter
754,2,9,69,yes,winter
755,1,1,69,no,winter
756,1,1,69,no,winter
757,5,2,69,no,spring
758,5,11,69,yes,spring
759,5,21,69,no,spring
760,8,4,69,yes,summer
761,12,2,69,no,fall
762,12,28,69,yes,winter
763,2,6,70,no,winter
764,2,27,70,no,winter
765,5,5,70,no,spring
766,4,30,70,no,spring
767,6,28,70,yes,summer
768,7,5,70,yes,summer
769,8,20,70,no,summer
770,10,5,70,yes,fall
771,1,1,71,no,winter
772,2,15,71,yes,winter
773,3,4,71,no,spring
774,4,30,71,no,spring
775,5,1,71,no,spring
776,5,4,71,no,spring
777,5,4,71,no,spring
778,5,14,71,no,spring
779,7,23,71,no,summer
780,8,16,71,yes,summer
781,9,24,86,no,fall
782,8,27,71,no,summer
783,2,19,72,no,winter
784,6,1,72,no,spring
785,1,1,73,yes,winter
786,4,30,73,yes,spring
787,5,1,72,yes,spring
788,5,15,72,yes,spring
789,6,13,72,no,spring
790,9,1,72,no,summer
791,1,1,73,yes,winter
792,3,18,73,yes,winter
793,8,1,73,no,summer
794,8,27,73,yes,summer
795,5,5,73,no,spring
796,6,17,73,yes,spring
797,1,1,74,no,winter
798,7,31,74,no,summer
799,1,1,74,no,winter
800,6,30,74,yes,summer
801,6,30,74,yes,summer
802,5,31,74,no,spring
803,4,3,74,no,spring
804,4,29,74,yes,spring
805,5,2,74,no,spring
806,5,21,74,no,spring
807,7,3,74,no,summer
808,10,30,74,no,fall
809,1,1,75,no,winter
810,3,1,75,no,winter
811,5,31,75,no,spring
812,6,1,75,yes,spring
813,6,25,75,no,summer
814,7,22,75,no,summer
815,7,25,75,no,summer
816,7,28,75,yes,summer
817,11,10,75,yes,fall
818,1,2,76,no,winter
819,2,1,76,yes,winter
820,5,4,76,no,spring
821,2,3,76,no,winter
822,2,3,76,no,winter
823,1,1,77,no,winter
824,1,31,77,yes,winter
825,4,15,76,no,spring
826,7,15,76,no,summer
827,12,27,77,no,winter
828,4,5,76,yes,spring
829,4,1,76,no,spring
830,2,1,78,no,winter
831,2,11,78,no,winter
832,7,12,76,yes,summer
833,8,11,76,no,summer
834,12,26,76,yes,winter
835,1,1,77,no,winter
836,8,27,76,no,summer
837,3,13,77,yes,winter
838,4,12,78,no,spring
839,1,1,77,no,winter
840,5,25,78,no,spring
841,8,4,78,no,summer
842,1,1,78,yes,winter
843,8,31,78,no,summer
844,1,16,78,yes,winter
845,1,24,78,no,winter
846,1,26,78,no,winter
847,7,11,78,no,summer
848,9,5,78,no,fall
849,1,1,79,yes,winter
850,1,1,79,yes,winter
851,1,1,79,yes,winter
852,1,1,79,yes,winter
853,2,20,79,no,winter
854,2,14,79,no,winter
855,2,24,79,no,winter
856,3,29,79,no,spring
857,2,21,79,no,winter
858,3,5,79,yes,spring
859,5,3,79,no,spring
860,5,31,79,no,spring
861,4,24,79,no,spring
862,1,1,80,no,winter
863,5,12,79,no,spring
864,6,5,79,no,summer
865,8,7,79,no,summer
866,1,1,80,no,winter
867,1,1,80,no,winter
868,9,7,79,no,fall
869,9,13,79,no,summer
870,11,16,79,no,fall
871,5,20,80,no,spring
872,5,28,80,no,spring
873,12,18,79,no,fall
874,6,1,80,yes,spring
875,7,7,80,yes,summer
876,7,14,80,yes,summer
877,12,4,80,no,winter
878,3,22,80,no,spring
879,12,27,80,no,winter
880,1,1,81,no,winter
881,1,1,81,no,winter
882,1,1,81,no,winter
883,1,1,81,no,winter
884,2,20,81,no,winter
885,2,23,81,yes,winter
886,4,29,81,no,spring
887,7,3,81,no,summer
888,7,28,81,no,summer
889,8,1,81,no,summer
890,10,28,81,no,fall
891,1,1,82,no,winter
892,1,1,82,no,winter
893,10,31,81,no,fall
894,6,6,82,yes,summer
895,1,19,82,no,winter
896,2,1,82,yes,winter
897,1,5,82,no,winter
898,2,14,82,yes,winter
899,2,22,82,yes,winter
900,2,22,82,yes,winter
901,2,28,82,yes,winter
902,4,17,82,no,spring
903,5,31,82,yes,spring
904,6,14,82,yes,spring
905,10,14,82,no,fall
906,1,1,83,no,winter
907,8,3,82,no,summer
908,1,10,83,yes,winter
909,3,6,83,yes,spring
910,1,1,83,no,winter
911,1,1,83,no,winter
912,3,20,83,yes,spring
913,5,3,83,no,spring
914,7,1,83,no,summer
915,8,31,83,no,summer
916,1,19,83,no,winter
917,6,2,83,no,spring
918,6,24,83,no,summer
919,3,10,83,no,winter
920,5,10,83,no,spring
921,7,9,83,no,summer
922,8,3,83,no,summer
923,10,25,83,no,fall
924,12,7,83,no,winter
925,12,25,83,yes,winter
926,8,31,84,no,summer
927,1,1,84,yes,winter
928,1,1,84,yes,winter
929,1,1,84,yes,winter
930,1,1,84,yes,winter
931,2,8,84,no,winter
932,1,5,84,no,winter
933,2,17,84,no,winter
934,5,6,84,yes,spring
935,4,28,84,no,spring
936,7,31,84,no,summer
937,4,15,84,yes,spring
938,4,30,84,yes,spring
939,5,8,84,no,spring
940,5,3,85,no,spring
941,7,15,84,yes,summer
942,9,2,84,yes,summer
943,9,3,84,yes,fall
944,10,6,84,no,fall
945,1,1,85,no,winter
946,10,8,84,yes,fall
947,10,12,84,no,fall
948,3,2,85,no,winter
949,5,30,85,no,spring
950,8,31,85,no,summer
951,6,23,85,yes,summer
952,1,21,86,no,winter
953,2,8,86,no,winter
954,4,6,85,no,spring
955,5,31,85,no,spring
956,3,31,86,yes,spring
957,12,24,86,no,winter
958,7,1,85,yes,summer
959,12,2,85,yes,fall
960,12,12,85,no,fall
961,8,1,86,no,summer
962,1,1,86,no,winter
963,11,13,92,no,fall
964,1,1,86,no,winter
965,4,1,86,no,spring
966,5,13,87,no,spring
967,11,17,87,no,fall
968,3,23,87,yes,spring
969,8,3,09,no,summer
970,6,17,11,no,spring
971,2,25,11,no,winter
972,5,22,11,yes,spring
973,6,16,11,no,spring
974,6,22,11,no,summer
975,6,14,11,no,spring
976,7,9,11,yes,summer
977,6,9,11,no,summer
978,5,28,11,yes,spring
979,6,28,11,no,summer
980,5,31,11,no,spring
981,12,15,10,no,fall
982,9,4,10,yes,fall
983,2,2,03,yes,winter
984,12,13,08,yes,fall
985,9,28,08,yes,fall
986,6,27,11,no,summer
987,7,25,11,no,summer
988,7,14,11,no,summer
989,8,20,11,yes,summer
990,8,22,11,no,summer
991,9,25,10,yes,fall
992,11,20,09,no,fall
993,8,30,11,no,summer
994,3,25,12,yes,spring
995,4,1,12,yes,spring
996,8,19,05,no,summer
997,7,20,12,no,summer
998,3,13,89,yes,winter
999,3,11,11,no,winter
1000,6,25,12,no,summer
1001,10,3,12,no,fall
1002,6,23,12,yes,summer
1003,9,12,12,no,summer
1004,5,29,12,no,spring
1005,5,28,12,no,spring
1006,10,10,12,no,fall
1007,7,8,13,no,summer
1008,,,,no,0
1011,6,30,12,yes,summer
1012,5,31,13,no,spring
1013,6,28,13,no,summer
1014,6,7,12,no,summer
1015,7,12,10,no,summer
1016,10,22,13,no,fall
1017,6,25,12,no,summer
1018,8,1,12,no,summer
1019,9,11,12,no,summer
1020,4,1,12,yes,spring
1021,8,6,12,no,summer
1022,9,30,14,no,fall
1023,9,18,14,no,summer
1024,6,21,13,no,summer
1025,2,27,12,no,winter
1026,8,12,14,no,summer
1027,10,22,14,no,fall
1028,2,1,14,yes,winter
1029,5,2,14,no,spring
1030,10,21,14,no,fall
1031,12,26,13,no,winter
1032,,,,no,0
1033,,,,no,0
1036,,,,no,0
1039,7,6,14,yes,summer
1040,1,3,14,no,winter
1041,5,1,14,no,spring
1042,,,,no,0
1045,7,14,14,no,summer
1046,,,,no,0
1048,,,,no,0
1049,7,18,15,yes,summer
1050,8,3,15,no,summer
1051,5,11,15,no,spring
1052,3,9,15,no,spring
1053,6,23,15,no,summer
1054,3,28,15,yes,spring
1055,5,12,15,no,spring
1056,2,17,15,no,winter
1057,5,29,15,no,spring
1058,4,20,15,no,spring
1059,2,18,15,no,winter
1060,9,11,15,no,summer
1061,8,29,15,yes,summer
1062,4,8,15,no,spring
1063,6,12,15,no,spring
1064,7,22,15,no,summer
1065,8,5,15,no,summer
1066,7,22,15,no,summer
1067,7,12,15,yes,summer
1068,9,29,16,no,fall
1069,11,29,16,no,fall
1070,12,25,16,yes,winter
1071,12,21,16,no,winter
1072,7,21,16,no,summer
1073,11,18,16,no,fall
1074,2,26,16,no,winter
1075,3,26,16,yes,spring
1076,7,8,16,no,summer
1077,3,29,16,no,spring
1078,3,29,16,no,spring
1079,6,28,16,no,summer
1080,4,30,16,yes,spring
1081,10,13,16,no,fall
1082,4,5,16,no,spring
1083,6,27,16,no,summer
1084,7,20,16,no,summer
1085,8,4,16,no,summer
1086,8,25,16,no,summer
1087,7,6,16,no,summer
1088,10,16,16,yes,fall
1089,10,8,16,yes,fall
1090,3,10,16,no,winter
1091,10,13,16,no,fall
1092,6,17,16,no,spring
1093,6,25,16,yes,summer
1094,7,20,16,no,summer
1095,7,11,16,no,summer
1096,6,30,16,no,summer
1097,7,16,16,yes,summer
1098,4,21,16,no,spring
1099,7,31,16,yes,summer
1100,6,1,16,no,spring
